run_id,name,state,url,created_at,heartbeat_at,commit,last_step,target_steps,runtime_h,steps_per_s,steps_per_h,episode_count,episode_sr,episode_spl,slurm_state,slurm_wall,gpu,node,git_sha,git_branch,git_dirty,hostname,python,wandb_version,training_for_log,val_count,checkpoint_count,projected_runtime_h_for_target,projected_finish_margin_h_vs_24h,completion_pct,episodes_per_h,mean_logged_episode_steps,median_logged_episode_steps,label
e9esa15p,l1-cnn-cap1m-seed4367942-4974622,crashed,https://wandb.ai/sailer-luca-university-ulm/3d-vla-objectnav/runs/e9esa15p,2026-06-10T09:19:22Z,2026-06-11T09:16:05Z,c934a67c195e6a673dd2d5183f6c9221340b5a37,1708198.0,2000000,23.943069493901667,19.817820123911016,71344.15244607965,6362.0,0.71,0.4815714944565409,TIMEOUT (exit code 0),1-00:00:25,NVIDIA H100 PCIe,uc2n907.localdomain,c934a67c195e6a673dd2d5183f6c9221340b5a37,lucasailerls/3d-63-l1-replay-capacity-ablation,True,uc2n907.localdomain,3.10.17,/pfs/data6/home/ul/ul_student/ul_hfj15/Master-Thesis-3D-VLA/worktrees/3d-63-l1-replay-capacity-ablation/.venv/bin/python3,,0,0,28.033131398001483,-4.033131398001483,85.40990000000001,265.71363381877205,268.5003143665514,218.0,e9esa15p - timeout run
y5a0upzd,r2d-L1-buffix-3957651,finished,https://wandb.ai/sailer-luca-university-ulm/3d-vla-objectnav/runs/y5a0upzd,2026-04-15T09:30:07Z,2026-04-16T04:29:32Z,42079230eef6baf2bf396fa5c7edc730b2bc44bf,2399999.0,2400000,18.989776575164726,35.10659465897934,126383.74077232562,9105.0,0.75,0.5536711859703064,COMPLETED (exit code 0),19:00:36,NVIDIA H100,uc3n071.localdomain,42079230eef6baf2bf396fa5c7edc730b2bc44bf,,,uc3n071.localdomain,CPython 3.10.17,/pfs/data6/home/ul/ul_student/ul_hfj15/Master-Thesis-3D-VLA/.venv/bin/python3,2400000,240,25,18.989784487574926,5.010215512425074,99.99995833333334,479.4685163335588,263.56781987918725,209.0,y5a0upzd - completed baseline
